timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1418755483981604,6,51.760566,-1.261322,69.920744,3.050049,2.125413,6.702986,5735838.343564,619992.641708,-69.920744,30U
1418755484181375,6,51.760566,-1.261322,69.912377,3.050011,2.125424,6.703147,5735838.345555,619992.635257,-69.912377,30U
1418755484381146,6,51.760566,-1.261322,69.886242,3.049961,2.125431,6.703317,5735838.350469,619992.624292,-69.886242,30U
1418755484580917,6,51.760566,-1.261322,69.896428,3.049890,2.125419,6.703502,5735838.361551,619992.625323,-69.896428,30U
1418755484780687,7,51.760566,-1.261322,69.887088,3.049817,2.125359,6.703442,5735838.381040,619992.629971,-69.887088,30U
1418755484980458,7,51.760566,-1.261323,69.853927,3.049720,2.125324,6.703509,5735838.389003,619992.619738,-69.853927,30U
1418755485180229,7,51.760566,-1.261322,69.873729,3.049713,2.125338,6.703671,5735838.376491,619992.635875,-69.873729,30U
1418755485380000,7,51.760566,-1.261322,69.872371,3.049672,2.125383,6.703941,5735838.373512,619992.639382,-69.872371,30U
1418755485579770,7,51.760566,-1.261322,69.868436,3.049621,2.125395,6.704173,5735838.376521,619992.641926,-69.868436,30U
1418755485779541,7,51.760566,-1.261322,69.862312,3.049550,2.125369,6.704246,5735838.390338,619992.642779,-69.862312,30U
1418755485979312,7,51.760566,-1.261322,69.849970,3.049428,2.125288,6.704181,5735838.395299,619992.633549,-69.849970,30U
1418755486179083,7,51.760566,-1.261322,69.835241,3.049441,2.125396,6.704651,5735838.407667,619992.628673,-69.835241,30U
1418755486378854,7,51.760566,-1.261322,69.807510,3.049396,2.125410,6.704831,5735838.408325,619992.632742,-69.807510,30U
1418755486578624,7,51.760566,-1.261322,69.836510,3.049308,2.125382,6.704894,5735838.407158,619992.634975,-69.836510,30U
1418755486778395,7,51.760566,-1.261322,69.815182,3.049248,2.125358,6.704951,5735838.408568,619992.630155,-69.815182,30U
1418755486978166,7,51.760566,-1.261322,69.807707,3.049190,2.125335,6.705023,5735838.406203,619992.632645,-69.807707,30U
1418755487177937,7,51.760566,-1.261322,69.787203,3.049119,2.125319,6.705147,5735838.403156,619992.634218,-69.787203,30U
1418755487377707,7,51.760566,-1.261322,69.786665,3.049090,2.125332,6.705319,5735838.407747,619992.629281,-69.786665,30U
1418755487577478,7,51.760566,-1.261322,69.799243,3.049037,2.125355,6.705578,5735838.404828,619992.629065,-69.799243,30U
1418755487777249,7,51.760566,-1.261322,69.836099,3.049011,2.125383,6.705772,5735838.396642,619992.639515,-69.836099,30U
1418755487977020,7,51.760566,-1.261322,69.810222,3.048965,2.125409,6.706014,5735838.409987,619992.627641,-69.810222,30U
1418755488176790,7,51.760566,-1.261322,69.852928,3.048884,2.125400,6.706181,5735838.408418,619992.642936,-69.852928,30U
1418755488376561,7,51.760566,-1.261322,69.860058,3.048838,2.125407,6.706349,5735838.417191,619992.636569,-69.860058,30U
1418755488576332,7,51.760566,-1.261322,69.846093,3.048757,2.125377,6.706360,5735838.417582,619992.635729,-69.846093,30U
1418755488776103,7,51.760566,-1.261322,69.835798,3.048737,2.125410,6.706574,5735838.417660,619992.632532,-69.835798,30U
1418755488975874,7,51.760566,-1.261322,69.813457,3.048647,2.125379,6.706698,5735838.430133,619992.628402,-69.813457,30U
1418755489175644,7,51.760567,-1.261322,69.774618,3.048602,2.125402,6.706951,5735838.450375,619992.621361,-69.774618,30U
1418755489375415,7,51.760567,-1.261323,69.779975,3.048551,2.125409,6.707119,5735838.448541,619992.614798,-69.779975,30U
1418755489575186,7,51.760567,-1.261323,69.775301,3.048508,2.125367,6.707063,5735838.461159,619992.616784,-69.775301,30U
1418755489774957,7,51.760567,-1.261323,69.765474,3.048472,2.125374,6.707243,5735838.477525,619992.612328,-69.765474,30U
1418755489974727,7,51.760567,-1.261322,69.807815,3.048411,2.125420,6.707557,5735838.462505,619992.630929,-69.807815,30U
1418755490174498,7,51.760567,-1.261322,69.788130,3.048357,2.125432,6.707732,5735838.458488,619992.624711,-69.788130,30U
1418755490374269,7,51.760566,-1.261322,69.781282,3.048303,2.125420,6.707853,5735838.445409,619992.630058,-69.781282,30U
1418755490574040,7,51.760566,-1.261322,69.773957,3.048249,2.125391,6.707888,5735838.444438,619992.628602,-69.773957,30U
1418755490773810,7,51.760567,-1.261322,69.742702,3.048152,2.125377,6.707999,5735838.449618,619992.630747,-69.742702,30U
1418755490973581,7,51.760567,-1.261322,69.759080,3.048094,2.125342,6.708039,5735838.447759,619992.632395,-69.759080,30U
1418755491173352,7,51.760567,-1.261322,69.784433,3.048027,2.125347,6.708207,5735838.454647,619992.639067,-69.784433,30U
1418755491383943,7,51.760566,-1.261322,69.816707,3.047965,2.125315,6.708242,5735838.440272,619992.651871,-69.816707,30U
1418755491583841,7,51.760567,-1.261322,69.821436,3.047966,2.125426,6.708743,5735838.452299,619992.649902,-69.821436,30U
1418755491783739,7,51.760567,-1.261322,69.832506,3.047890,2.125354,6.708683,5735838.459809,619992.648281,-69.832506,30U
1418755491983637,7,51.760567,-1.261322,69.826336,3.047841,2.125320,6.708682,5735838.468062,619992.642486,-69.826336,30U
1418755492183535,7,51.760567,-1.261322,69.780629,3.047745,2.125351,6.708984,5735838.483152,619992.632268,-69.780629,30U
1418755492383433,7,51.760567,-1.261323,69.768959,3.047689,2.125350,6.709142,5735838.490381,619992.618156,-69.768959,30U
1418755492612731,7,51.760567,-1.261322,69.750769,3.047623,2.125340,6.709234,5735838.494372,619992.620366,-69.750769,30U
1418755492812590,7,51.760567,-1.261322,69.759069,3.047594,2.125417,6.709611,5735838.494357,619992.623118,-69.759069,30U
1418755493012675,7,51.760567,-1.261322,69.767884,3.047545,2.125336,6.709496,5735838.480819,619992.627855,-69.767884,30U
1418755493212752,7,51.760567,-1.261322,69.758041,3.047468,2.125349,6.709690,5735838.489821,619992.622074,-69.758041,30U
1418755493412620,7,51.760567,-1.261322,69.767569,3.047410,2.125355,6.709858,5735838.494325,619992.627068,-69.767569,30U
1418755493612759,7,51.760567,-1.261322,69.797986,3.047396,2.125385,6.710092,5735838.493351,619992.626583,-69.797986,30U
1418755493812708,7,51.760567,-1.261322,69.797467,3.047340,2.125386,6.710242,5735838.490190,619992.636695,-69.797467,30U
1418755494012701,7,51.760567,-1.261322,69.732505,3.047295,2.125407,6.710473,5735838.499758,619992.629346,-69.732505,30U
1418755494212765,7,51.760567,-1.261322,69.719989,3.047261,2.125421,6.710629,5735838.495784,619992.622356,-69.719989,30U
1418755494412696,7,51.760567,-1.261322,69.754315,3.047210,2.125427,6.710797,5735838.493154,619992.626316,-69.754315,30U
1418755494612633,7,51.760567,-1.261322,69.744910,3.047162,2.125405,6.710870,5735838.501003,619992.632541,-69.744910,30U
1418755494812610,7,51.760567,-1.261322,69.743777,3.047073,2.125390,6.711006,5735838.502037,619992.634232,-69.743777,30U
1418755495012585,7,51.760567,-1.261322,69.722193,3.047037,2.125405,6.711177,5735838.505382,619992.627854,-69.722193,30U
1418755495212640,7,51.760567,-1.261322,69.730882,3.046985,2.125425,6.711408,5735838.503916,619992.626152,-69.730882,30U
1418755495412678,7,51.760567,-1.261322,69.747285,3.046923,2.125431,6.711576,5735838.509239,619992.630717,-69.747285,30U
1418755495612635,7,51.760567,-1.261323,69.713611,3.046875,2.125434,6.711728,5735838.496870,619992.611225,-69.713611,30U
1418755495812630,7,51.760567,-1.261323,69.730204,3.046813,2.125376,6.711664,5735838.486729,619992.615253,-69.730204,30U
1418755496012698,7,51.760567,-1.261323,69.702727,3.046743,2.125395,6.711886,5735838.500023,619992.612224,-69.702727,30U
1418755496212646,7,51.760567,-1.261323,69.691959,3.046686,2.125397,6.712043,5735838.500792,619992.612966,-69.691959,30U
1418755496412592,7,51.760567,-1.261323,69.681685,3.046638,2.125415,6.712253,5735838.501344,619992.612302,-69.681685,30U
1418755496612580,7,51.760567,-1.261323,69.690170,3.046586,2.125395,6.712340,5735838.499588,619992.616141,-69.690170,30U
1418755496812529,7,51.760567,-1.261323,69.717238,3.046525,2.125427,6.712586,5735838.496648,619992.616654,-69.717238,30U
1418755497012586,7,51.760567,-1.261322,69.743554,3.046460,2.125417,6.712731,5735838.490868,619992.630491,-69.743554,30U
1418755497212477,7,51.760567,-1.261322,69.717501,3.046448,2.125434,6.712907,5735838.488130,619992.621463,-69.717501,30U
1418755497412406,7,51.760567,-1.261322,69.729334,3.046417,2.125484,6.713196,5735838.498620,619992.620474,-69.729334,30U
1418755497612317,7,51.760567,-1.261322,69.753159,3.046323,2.125484,6.713388,5735838.490193,619992.621425,-69.753159,30U
1418755497812226,7,51.760567,-1.261323,69.755829,3.046312,2.125451,6.713394,5735838.492760,619992.615705,-69.755829,30U
1418755498012376,7,51.760567,-1.261323,69.754172,3.046230,2.125511,6.713752,5735838.498423,619992.606492,-69.754172,30U
1418755498212135,7,51.760567,-1.261323,69.751255,3.046154,2.125432,6.713644,5735838.496430,619992.606257,-69.751255,30U
1418755498412215,7,51.760567,-1.261323,69.747847,3.046104,2.125439,6.713811,5735838.492496,619992.605549,-69.747847,30U
1418755498612385,7,51.760567,-1.261323,69.777859,3.046025,2.125458,6.714048,5735838.493519,619992.615120,-69.777859,30U
1418755498812476,7,51.760567,-1.261323,69.747238,3.045971,2.125462,6.714210,5735838.492244,619992.599369,-69.747238,30U
1418755499012645,7,51.760567,-1.261323,69.729666,3.045920,2.125486,6.714436,5735838.493579,619992.599724,-69.729666,30U
1418755499212557,7,51.760567,-1.261323,69.749104,3.045911,2.125556,6.714774,5735838.481731,619992.610482,-69.749104,30U
1418755499412512,7,51.760567,-1.261323,69.755439,3.045861,2.125563,6.714941,5735838.498971,619992.612814,-69.755439,30U
1418755499612458,7,51.760567,-1.261323,69.748252,3.045729,2.125429,6.714653,5735838.495969,619992.615162,-69.748252,30U
1418755499812399,7,51.760567,-1.261323,69.705833,3.045681,2.125426,6.714798,5735838.496505,619992.610092,-69.705833,30U
1418755500012397,7,51.760567,-1.261322,69.721893,3.045629,2.125414,6.714907,5735838.495865,619992.618449,-69.721893,30U
1418755500212527,7,51.760567,-1.261322,69.736025,3.045569,2.125403,6.714969,5735838.496025,619992.621281,-69.736025,30U
1418755500412525,7,51.760567,-1.261322,69.713563,3.045519,2.125410,6.715136,5735838.493633,619992.626853,-69.713563,30U
1418755500612624,7,51.760567,-1.261322,69.755509,3.045507,2.125495,6.715587,5735838.491383,619992.623394,-69.755509,30U
1418755500812471,7,51.760567,-1.261323,69.743964,3.045413,2.125488,6.715722,5735838.489202,619992.611822,-69.743964,30U
1418755501012470,7,51.760567,-1.261323,69.728842,3.045380,2.125489,6.715873,5735838.491655,619992.608722,-69.728842,30U
1418755501212461,7,51.760567,-1.261323,69.718053,3.045318,2.125463,6.715938,5735838.507569,619992.600176,-69.718053,30U
1418755501412614,7,51.760567,-1.261323,69.720420,3.045261,2.125465,6.716101,5735838.500403,619992.605150,-69.720420,30U
1418755501612592,7,51.760567,-1.261323,69.729797,3.045176,2.125457,6.716219,5735838.505559,619992.605894,-69.729797,30U
1418755501812514,7,51.760567,-1.261323,69.715495,3.045102,2.125426,6.716284,5735838.506627,619992.604222,-69.715495,30U
1418755502012479,7,51.760567,-1.261323,69.740327,3.045036,2.125447,6.716521,5735838.504244,619992.615842,-69.740327,30U
1418755502212553,7,51.760567,-1.261322,69.755869,3.044990,2.125451,6.716668,5735838.503714,619992.619497,-69.755869,30U
1418755502412382,7,51.760567,-1.261322,69.758597,3.044930,2.125412,6.716642,5735838.504369,619992.623797,-69.758597,30U
1418755502612406,7,51.760567,-1.261322,69.758817,3.044918,2.125458,6.716915,5735838.500079,619992.622395,-69.758817,30U
1418755502812552,7,51.760566,-1.261322,69.670621,3.018954,2.088672,6.664747,5735838.447633,619992.687723,-69.670621,30U
1418755503012464,7,51.760567,-1.261321,69.638207,3.018867,2.088663,6.664876,5735838.460320,619992.691933,-69.638207,30U
1418755503212517,7,51.760567,-1.261321,69.620847,3.018828,2.088675,6.665065,5735838.462423,619992.696827,-69.620847,30U
1418755503412660,7,51.760567,-1.261321,69.616432,3.018781,2.088682,6.665241,5735838.460097,619992.704715,-69.616432,30U
1418755503612731,7,51.760567,-1.261321,69.594870,3.018744,2.088721,6.665504,5735838.465581,619992.701796,-69.594870,30U
1418755503812786,7,51.760567,-1.261321,69.576265,3.018673,2.088685,6.665553,5735838.468881,619992.694649,-69.576265,30U
1418755504012718,7,51.760567,-1.261321,69.573326,3.018643,2.088715,6.665812,5735838.483809,619992.694655,-69.573326,30U
1418755504212762,7,51.760567,-1.261321,69.598216,3.018586,2.088722,6.665971,5735838.479203,619992.705127,-69.598216,30U
1418755504412547,7,51.760567,-1.261321,69.613322,3.018538,2.088729,6.666147,5735838.483304,619992.709289,-69.613322,30U
1418755504612685,7,51.760567,-1.261321,69.605063,3.018496,2.088722,6.666293,5735838.490243,619992.708906,-69.605063,30U
1418755504812688,7,51.760567,-1.261321,69.630362,3.018457,2.088763,6.666574,5735838.477427,619992.703043,-69.630362,30U
1418755505012745,7,51.760567,-1.261321,69.617488,3.018378,2.088693,6.666478,5735838.465538,619992.702710,-69.617488,30U
1418755505212729,7,51.760567,-1.261321,69.599566,3.018327,2.088722,6.666728,5735838.468575,619992.707260,-69.599566,30U
1418755505412737,7,51.760567,-1.261321,69.611172,3.018279,2.088729,6.666904,5735838.460732,619992.713110,-69.611172,30U
1418755505612768,7,51.760567,-1.261321,69.642038,3.018248,2.088801,6.667312,5735838.472209,619992.722957,-69.642038,30U
1418755505812758,7,51.760567,-1.261321,69.623556,3.018183,2.088797,6.667474,5735838.457855,619992.725124,-69.623556,30U
1418755506012594,7,51.760567,-1.261321,69.615911,3.018113,2.088735,6.667410,5735838.457034,619992.722385,-69.615911,30U
1418755506212706,7,51.760566,-1.261321,69.623784,3.018051,2.088699,6.667440,5735838.446034,619992.716266,-69.623784,30U
1418755506412691,7,51.760566,-1.261321,69.618223,3.018003,2.088706,6.667616,5735838.440339,619992.720825,-69.618223,30U
1418755506612693,7,51.760566,-1.261321,69.581355,3.017981,2.088800,6.668058,5735838.444335,619992.725440,-69.581355,30U
1418755506812627,7,51.760566,-1.261321,69.591253,3.017897,2.088750,6.668069,5735838.437873,619992.734258,-69.591253,30U
1418755507012662,7,51.760566,-1.261321,69.596869,3.017839,2.088740,6.668212,5735838.430793,619992.735978,-69.596869,30U
1418755507212622,7,51.760566,-1.261321,69.593677,3.017778,2.088710,6.668252,5735838.421723,619992.732462,-69.593677,30U
1418755507412690,7,51.760566,-1.261321,69.573411,3.017734,2.088750,6.668538,5735838.426118,619992.718862,-69.573411,30U
1418755507612697,7,51.760566,-1.261321,69.566929,3.017681,2.088756,6.668710,5735838.425767,619992.716559,-69.566929,30U
1418755507812677,7,51.760565,-1.261322,69.699086,2.897073,2.057798,6.545919,5735838.279302,619992.646791,-69.699086,30U
1418755508012606,7,51.760565,-1.261322,69.705246,2.897034,2.057836,6.546171,5735838.273016,619992.646930,-69.705246,30U
1418755508212568,7,51.760565,-1.261322,69.689059,2.896997,2.057853,6.546335,5735838.268988,619992.645242,-69.689059,30U
1418755508412654,7,51.760565,-1.261322,69.674969,2.896939,2.057851,6.546483,5735838.263705,619992.637571,-69.674969,30U
1418755508612703,7,51.760565,-1.261322,69.689501,2.896927,2.057932,6.546851,5735838.258739,619992.638001,-69.689501,30U
1418755508812692,7,51.760565,-1.261322,69.689153,2.896832,2.057870,6.546764,5735838.251053,619992.630279,-69.689153,30U
1418755509012701,7,51.760565,-1.261322,69.677587,2.896750,2.057822,6.546733,5735838.256232,619992.626620,-69.677587,30U
1418755509212739,7,51.760565,-1.261322,69.690491,2.896726,2.057838,6.546895,5735838.244414,619992.633094,-69.690491,30U
1418755509412664,7,51.760565,-1.261322,69.682569,2.896676,2.057847,6.547050,5735838.241154,619992.630883,-69.682569,30U
1418755509612644,7,51.760565,-1.261322,69.708988,2.896652,2.057925,6.547406,5735838.235200,619992.629896,-69.708988,30U
1418755509812721,7,51.760563,-1.261324,69.836580,2.841083,2.022430,6.521370,5735838.111220,619992.553785,-69.836580,30U
1418755510012664,7,51.760563,-1.261324,69.830753,2.841027,2.022459,6.521568,5735838.109039,619992.554675,-69.830753,30U
1418755510212763,7,51.760563,-1.261324,69.818446,2.841001,2.022479,6.521729,5735838.110477,619992.547452,-69.818446,30U
1418755510412679,7,51.760564,-1.261324,69.792430,2.840956,2.022491,6.521875,5735838.113795,619992.548158,-69.792430,30U
1418755510612793,7,51.760563,-1.261324,69.809112,2.840869,2.022484,6.522011,5735838.109992,619992.550989,-69.809112,30U
1418755510812587,7,51.760564,-1.261323,70.141309,2.837425,2.021600,6.402735,5735838.144775,619992.562857,-70.141309,30U
1418755511012644,7,51.760564,-1.261324,70.116560,2.837375,2.021626,6.402904,5735838.135918,619992.557694,-70.116560,30U
1418755511212719,7,51.760564,-1.261324,70.124393,2.837332,2.021590,6.402903,5735838.133260,619992.556143,-70.124393,30U
1418755511412653,7,51.760564,-1.261323,70.132827,2.837280,2.021601,6.403045,5735838.122311,619992.568936,-70.132827,30U
1418755511612672,7,51.760564,-1.261323,70.154253,2.837209,2.021625,6.403224,5735838.116452,619992.580401,-70.154253,30U
1418755511812532,7,51.760564,-1.261323,70.129367,2.837188,2.021638,6.403371,5735838.120315,619992.572191,-70.129367,30U
1418755512012642,7,51.760563,-1.261323,70.113478,2.837148,2.021666,6.403563,5735838.108766,619992.570800,-70.113478,30U
1418755512212607,7,51.760564,-1.261323,70.088207,2.837092,2.021648,6.403633,5735838.120745,619992.573152,-70.088207,30U
1418755512412603,7,51.760564,-1.261323,70.085682,2.837026,2.021657,6.403774,5735838.123720,619992.576950,-70.085682,30U
1418755512612667,7,51.760564,-1.261323,70.088540,2.837001,2.021682,6.403931,5735838.122122,619992.583381,-70.088540,30U
1418755512812574,7,51.760563,-1.261323,70.064185,2.836983,2.021693,6.404055,5735838.106350,619992.578979,-70.064185,30U
1418755513012565,7,51.760563,-1.261323,70.044580,2.836909,2.021709,6.404204,5735838.096211,619992.567062,-70.044580,30U
1418755513212582,7,51.760563,-1.261323,70.041688,2.836845,2.021674,6.404223,5735838.104466,619992.571566,-70.041688,30U
1418755513412660,7,51.760563,-1.261323,70.029467,2.836806,2.021723,6.404495,5735838.097981,619992.570783,-70.029467,30U
1418755513612643,7,51.760564,-1.261323,70.022780,2.836769,2.021716,6.404556,5735838.112629,619992.565839,-70.022780,30U
1418755513812582,7,51.760563,-1.261323,70.025356,2.836706,2.021731,6.404750,5735838.110583,619992.558602,-70.025356,30U
1418755514012561,7,51.760564,-1.261323,70.035875,2.836656,2.021704,6.404737,5735838.112957,619992.566855,-70.035875,30U
1418755514212553,7,51.760564,-1.261323,70.004602,2.836609,2.021718,6.404883,5735838.114574,619992.564668,-70.004602,30U
1418755514412522,7,51.760563,-1.261323,70.008793,2.836564,2.021729,6.405025,5735838.110923,619992.570446,-70.008793,30U
1418755514612503,7,51.760563,-1.261323,70.012463,2.836531,2.021724,6.405102,5735838.102664,619992.573219,-70.012463,30U
1418755514812605,7,51.760563,-1.261323,69.993071,2.836487,2.021737,6.405242,5735838.098130,619992.573552,-69.993071,30U
1418755515012473,7,51.760563,-1.261323,69.986745,2.836439,2.021771,6.405447,5735838.099343,619992.575189,-69.986745,30U
1418755515212196,7,51.760563,-1.261323,70.002291,2.836401,2.021782,6.405584,5735838.099136,619992.581939,-70.002291,30U
1418755515412208,7,51.760563,-1.261323,70.002706,2.836356,2.021794,6.405725,5735838.096776,619992.576089,-70.002706,30U
1418755515612306,7,51.760563,-1.261323,69.990809,2.836270,2.021763,6.405784,5735838.104702,619992.578768,-69.990809,30U
1418755515812405,7,51.760563,-1.261323,69.959570,2.836212,2.021762,6.405860,5735838.101534,619992.575722,-69.959570,30U
1418755516012503,7,51.760563,-1.261323,69.972273,2.836191,2.021786,6.406046,5735838.096225,619992.570558,-69.972273,30U
1418755516212377,7,51.760563,-1.261323,69.988738,2.836120,2.021795,6.406208,5735838.090687,619992.572639,-69.988738,30U
1418755516412473,7,51.760563,-1.261323,69.973888,2.836082,2.021815,6.406359,5735838.095519,619992.572982,-69.973888,30U
1418755516612485,7,51.760563,-1.261323,69.954822,2.836029,2.021849,6.406598,5735838.106116,619992.565796,-69.954822,30U
1418755516812507,7,51.760563,-1.261323,69.974124,2.835976,2.021837,6.406650,5735838.100242,619992.560109,-69.974124,30U
1418755517012556,7,51.760563,-1.261323,69.953750,2.835928,2.021829,6.406707,5735838.092484,619992.561480,-69.953750,30U
1418755517212457,7,51.760563,-1.261323,69.958267,2.835878,2.021803,6.406726,5735838.088639,619992.560694,-69.958267,30U
1418755517412501,7,51.760563,-1.261324,69.956824,2.835829,2.021814,6.406867,5735838.095144,619992.554042,-69.956824,30U
1418755517612596,7,51.760563,-1.261324,69.961917,2.835760,2.021827,6.407058,5735838.093341,619992.558302,-69.961917,30U
1418755517812531,7,51.760563,-1.261323,69.985543,2.835734,2.021842,6.407196,5735838.099127,619992.562662,-69.985543,30U
1418755518012423,7,51.760563,-1.261323,69.983315,2.835683,2.021827,6.407223,5735838.089942,619992.567700,-69.983315,30U
1418755518212508,7,51.760563,-1.261323,69.973453,2.835617,2.021842,6.407402,5735838.083640,619992.566835,-69.973453,30U
1418755518412548,7,51.760563,-1.261323,69.948842,2.835572,2.021854,6.407542,5735838.085366,619992.563609,-69.948842,30U
1418755518612545,7,51.760563,-1.261323,69.936400,2.835500,2.021828,6.407583,5735838.073206,619992.560758,-69.936400,30U
1418755518812457,7,51.760563,-1.261323,69.931883,2.835470,2.021836,6.407683,5735838.074165,619992.562178,-69.931883,30U
1418755519012493,7,51.760563,-1.261324,69.936654,2.835407,2.021844,6.407822,5735838.063211,619992.558384,-69.936654,30U
1418755519212493,7,51.760563,-1.261323,69.958299,2.835376,2.021882,6.408024,5735838.059590,619992.566980,-69.958299,30U
1418755519412584,7,51.760563,-1.261323,69.937699,2.835332,2.021894,6.408164,5735838.053093,619992.567728,-69.937699,30U
1418755519612502,7,51.760563,-1.261323,69.935188,2.835281,2.021869,6.408194,5735838.047748,619992.576678,-69.935188,30U
1418755519812427,7,51.760563,-1.261323,69.924511,2.835238,2.021888,6.408355,5735838.046292,619992.569662,-69.924511,30U
1418755520012460,7,51.760563,-1.261323,69.952619,2.835192,2.021918,6.408580,5735838.038456,619992.574912,-69.952619,30U
1418755520212438,7,51.760563,-1.261323,69.956089,2.835162,2.021930,6.408721,5735838.031190,619992.571071,-69.956089,30U
1418755520412528,7,51.760563,-1.261323,69.944238,2.835118,2.021942,6.408862,5735838.028269,619992.568066,-69.944238,30U
1418755520612617,7,51.760563,-1.261323,69.952095,2.835070,2.021966,6.409019,5735838.024533,619992.573353,-69.952095,30U
1418755520812589,7,51.760563,-1.261323,69.953820,2.835005,2.021959,6.409120,5735838.017831,619992.574896,-69.953820,30U
1418755521012379,7,51.760563,-1.261323,69.954346,2.834943,2.021938,6.409156,5735838.017428,619992.573972,-69.954346,30U
1418755521212465,7,51.760563,-1.261323,69.951195,2.834902,2.021949,6.409307,5735838.011712,619992.577036,-69.951195,30U
1418755521412553,7,51.760562,-1.261323,69.949239,2.834839,2.021909,6.409284,5735837.998126,619992.571616,-69.949239,30U
1418755521612640,7,51.760562,-1.261323,69.948069,2.834809,2.021955,6.409544,5735837.990300,619992.572151,-69.948069,30U
1418755521812727,7,51.760562,-1.261323,69.927913,2.834781,2.021996,6.409760,5735837.985452,619992.564728,-69.927913,30U
1418755522012815,7,51.760562,-1.261323,69.909376,2.834752,2.022030,6.409966,5735837.978970,619992.563484,-69.909376,30U
1418755522212851,7,51.760562,-1.261323,69.896319,2.834672,2.022005,6.409986,5735837.974669,619992.563028,-69.896319,30U
1418755522412355,7,51.760562,-1.261323,69.905050,2.834626,2.022015,6.410123,5735837.965063,619992.567731,-69.905050,30U
1418755522612440,7,51.760562,-1.261323,69.928869,2.834592,2.022016,6.410240,5735837.955463,619992.574316,-69.928869,30U
1418755522812525,7,51.760562,-1.261323,69.941567,2.834553,2.022052,6.410464,5735837.957091,619992.578272,-69.941567,30U
1418755523012420,7,51.760562,-1.261323,69.919755,2.834517,2.022078,6.410648,5735837.954130,619992.576995,-69.919755,30U
1418755523212504,7,51.760562,-1.261323,69.919139,2.834456,2.022048,6.410623,5735837.952488,619992.570097,-69.919139,30U
1418755523412588,7,51.760562,-1.261323,69.908484,2.834412,2.022060,6.410762,5735837.954732,619992.569057,-69.908484,30U
1418755523612618,7,51.760562,-1.261323,69.920897,2.834400,2.022087,6.410958,5735837.947605,619992.571069,-69.920897,30U
1418755523812415,7,51.760562,-1.261323,69.919528,2.834373,2.022113,6.411118,5735837.940498,619992.562651,-69.919528,30U
1418755524012498,7,51.760562,-1.261323,69.917882,2.834316,2.022085,6.411145,5735837.941283,619992.564769,-69.917882,30U
1418755524212258,7,51.760562,-1.261323,69.919225,2.834275,2.022115,6.411376,5735837.945871,619992.564348,-69.919225,30U
1418755524412340,7,51.760562,-1.261323,69.928128,2.834231,2.022127,6.411515,5735837.945712,619992.568701,-69.928128,30U
1418755524612421,7,51.760562,-1.261323,69.917445,2.834172,2.022128,6.411625,5735837.938328,619992.563992,-69.917445,30U
1418755524812502,7,51.760562,-1.261323,69.944155,2.834130,2.022134,6.411732,5735837.939745,619992.563543,-69.944155,30U
1418755525012580,7,51.760562,-1.261324,69.932135,2.834056,2.022129,6.411853,5735837.939627,619992.559481,-69.932135,30U
